0.726606563536928+0.727329207413925i 0.776057319108945+1.01208775142947i 0.883854590432894+1.67952874246512i
0.731495165177618+0.725853522619696i 0.781161238306779+1.01229053106926i 0.88948457470129+1.68369021003914i
0.736359174017582+0.724403331644077i 0.786239426803404+1.01249223714658i 0.895084089295041+1.68782761365184i
0.74120162252065+0.722956249197072i 0.791297551906222+1.01270020264077i 0.900653213380024+1.69194179915548i
0.746021024775364+0.721517291214846i 0.796325246778747+1.01290663833824i 0.906193399327422+1.69603319522394i
0.750823712901541+0.720094412989131i 0.801325151366172+1.01311016584934i 0.911704491597521+1.70010164615049i
0.755598280280281+0.718677825404468i 0.806303323551679+1.01331765485785i 0.917187196190833+1.70414838934507i
0.760349552179512+0.717270457461559i 0.811261106834212+1.01352397458675i 0.922641878279005+1.7081732157217i
0.765089393398227+0.715880255461516i 0.816194132899428+1.01373159977138i 0.928068917671133+1.71217691750639i
0.769804817904503+0.714496517617979i 0.821103047944612+1.01393989247434i 0.933467866083917+1.71615404462297i
0.774499207675043+0.713125081361954i 0.825991556859297+1.01414980652674i 0.938841045807111+1.72011669454862i
0.779174610417434+0.711762055329667i 0.830856938151243+1.01436007865344i 0.944184405333544+1.72406984158906i
0.783829680559077+0.710409988141826i 0.83570117393441+1.01457172973188i 0.949510476767772+1.72798502086799i
0.788466552765643+0.709067443825363i 0.840524475645253+1.01478212692176i 0.954806144603842+1.73188690658052i
0.793084296235808+0.707734578008471i 0.845326040101258+1.01499539722209i 0.960076739734785+1.73576958174727i
0.797685176178434+0.706413301361306i 0.850106392249983+1.01520991155681i 0.965322815142889+1.73963303386672i
0.802266701405564+0.705095750946113i 0.854867463511463+1.01542455067907i 0.970544515630599+1.74347761447655i
0.806828942774365+0.703792727342949i 0.859608152084828+1.01563723322037i 0.975742288180382+1.7473037964166i
0.811372720931541+0.702497484920725i 0.864328912630725+1.01585137552749i 0.980916533145676+1.75111160600477i
0.815901014436008+0.701210617981573i 0.869029998969422+1.01606509526298i 0.986067324388792+1.75490137394273i
0.820408858892691+0.699934768019363i 0.873714540064539+1.01628110955849i 0.991195159009673+1.7586734220934i
0.824904674077027+0.698664964963268i 0.878375628143428+1.01650012947181i 0.996300479853912+1.7624280475664i
0.829381452149025+0.697404741390134i 0.883018623009739+1.01671610844797i 1.00138344556154+1.76616552095998i
0.833841804186532+0.69615329955909i 0.887644544024867+1.01693403213912i 1.0064422505199+1.76988882321311i
0.838285990755471+0.694910394184233i 0.892252210978803+1.01715293618888i 1.01148383841731+1.77358949906117i
0.842714056050273+0.693675623189431i 0.896842113911852+1.01737310462078i 1.01650184463572+1.77727672917189i
0.847126079643518+0.692448798402594i 0.901413497240163+1.01759234163781i 1.02149877496188+1.78094745876021i
0.851522407372208+0.691230214087496i 0.9059682979567+1.01781326740267i 1.02647493682151+1.78460219329942i
0.855903690269208+0.690020007094034i 0.91050493424285+1.01803546056277i 1.03143044228406+1.78824107757359i
0.860269671723076+0.688817695639189i 0.915024926790751+1.01825718160086i 1.03636566197126+1.79186434806963i
0.864620677409798+0.687623048869889i 0.919528187432175+1.01847953482496i 1.04128082867633+1.79547219477606i
0.868956894176263+0.686436610563657i 0.924014748961965+1.01870234978471i 1.04617625965303+1.79906478174714i
0.873278476975883+0.68525734217367i 0.928484846752255+1.0189253059973i 1.05105227961415+1.80264237950373i
0.877587510503986+0.684085402844952i 0.932938714391728+1.01914921966543i 1.05590903933171+1.80620509400265i
0.881880926329781+0.682922059804907i 0.937376548431479+1.01937383547853i 1.06074680640319+1.80975320383521i
0.886159804926032+0.681764857290136i 0.941798807960962+1.01959906491782i 1.0655640067499+1.81328858110548i
0.890424919042224+0.680615466456139i 0.946206863370398+1.01982539173086i 1.07036467325698+1.8168078467642i
0.894674157994321+0.679471699630895i 0.950596772777352+1.02005168185276i 1.07514700241247+1.82031302014018i
0.89891178452614+0.678336376657056i 0.954972866283213+1.02027829013243i 1.07991119989139+1.82380428186256i
0.903135893543432+0.677208584044113i 0.959333912275581+1.02050501235186i 1.08465750501944+1.82728185221908i
0.90734697807678+0.676087277311005i 0.963680150836673+1.0207337413492i 1.08938615331741+1.83074576469648i
0.91154496109479+0.674972821348008i 0.968011373978304+1.02096113429142i 1.09409733492009+1.83419622070032i
0.915730028144035+0.673865185018982i 0.972328439108503+1.02119013279403i 1.09879136468845+1.83763344537857i
0.919903517352332+0.672764726336902i 0.976631057829997+1.0214195383914i 1.10346825760006+1.84105756004454i
0.924063135206189+0.671670395795576i 0.980919531105565+1.02164944488838i 1.10812834395622+1.84446874659071i
0.928210381930774+0.67058269864957i 0.985194302757344+1.02188023345145i 1.11277182459283+1.84786711883267i
0.932345214146889+0.669501504608976i 0.989454613696966+1.02211102298892i 1.11739883109779+1.85125283029275i
0.936467847801206+0.668426660592182i 0.993701706022989+1.02234244060201i 1.1220095272605+1.85462604942999i
0.940577012079535+0.667358195253295i 0.997935127506988+1.02257418741579i 1.1266041400377+1.85798692458308i
0.944676034105179+0.666295865709825i 1.00215531880823+1.02280668967724i 1.13118283054445+1.86133557560963i
0.948762233846807+0.665239966706544i 1.0063618727113+1.0230392585557i 1.13574577365223+1.86467213658515i
0.952837394790173+0.664190417688576i 1.01055544600619+1.02327314119772i 1.14029316540773+1.86799675640172i
0.956901045341855+0.663146789729018i 1.01473622195987+1.02350666884735i 1.14482510554136+1.87130956043125i
0.960954174713252+0.662109434202515i 1.01890426985143+1.02374062340207i 1.14934190878611+1.87461070813391i
0.964994987680798+0.661078229250486i 1.02305896886379+1.02397553485934i 1.15384362213884+1.87790024046076i
0.969025009306196+0.660052287007841i 1.02720165096179+1.02421072930861i 1.15833042182682+1.88117833374665i
0.973043301465865+0.659032524981076i 1.03133187400751+1.02444627807967i 1.16280246324681+1.88444511480672i
0.977051063986305+0.658018627617207i 1.03544981436074+1.02468229517525i 1.16725988069405+1.88770067523036i
0.9810484746752+0.657011729117191i 1.03955561178648+1.02491884459357i 1.17170289185701+1.89094520004571i
0.985035472605134+0.656009179041451i 1.04364934153085+1.02515572665587i 1.17613159679193+1.89417878602131i
0.98901082008818+0.655012450574748i 1.04773114594254+1.02539301776244i 1.18054612279717+1.89740153815936i
0.992975101646151+0.654020512080599i 1.05180116763665+1.02563080565546i 1.1849466780975+1.90061355003385i
0.99692975487742+0.653035287764664i 1.055859362689+1.02586895287284i 1.18933336551205+1.90381492608834i
1.00087501326293+0.652055183752393i 1.05990603042255+1.02610717167323i 1.19370632522312+1.90700580254844i
1.00480915947514+0.651080171294859i 1.06394132381667+1.02634620960305i 1.19806570388528+1.91018627490746i
1.00873318300706+0.650111111793809i 1.06796528305845+1.02658574954377i 1.2024116709286+1.91335642017395i
1.01264768844729+0.649147318556449i 1.07197801891181+1.02682571150454i 1.20674427288601+1.91651640464778i
1.01655162036449+0.648188203195784i 1.07597961148213+1.02706590136481i 1.2110637140076+1.91966626752672i
1.0204463781387+0.647234516647824i 1.07997021909037+1.02730658614902i 1.21537010528338+1.92280615776744i
1.02433126681528+0.646286504764956i 1.08394991608093+1.0275476342752i 1.21966353636342+1.9259361318278i
1.02820659233844+0.645343653143773i 1.08791881104496+1.02778907754361i 1.2239441599832+1.92905632660444i
1.03207210454002+0.644405516846448i 1.09187701014343+1.0280309163963i 1.22821208007566+1.9321668197117i
1.03592865227441+0.643472833887618i 1.0958245950211+1.02827306621232i 1.23246741353907+1.93526772025759i
1.03977563906677+0.642544968023741i 1.09976190227495+1.02851558553595i 1.23671029918655+1.93835907594428i
1.04361315250693+0.641622347965762i 1.1036885092699+1.02875861190215i 1.24094086378271+1.94144100166765i
1.04744175023603+0.640704082452947i 1.10760487911266+1.02900202154644i 1.24515921641327+1.94451357543085i
1.05126136382539+0.639790733687461i 1.11151102124394+1.02924573153445i 1.24936543498112+1.94757690986757i
1.05507176673951+0.638882697894862i 1.11540706184498+1.02948985919275i 1.25355972065972+1.95063104783096i
1.05887325410638+0.637979241669027i 1.11929305372838+1.02973439741827i 1.257742054408+1.95367616322122i
1.06266598356618+0.6370805333905i 1.12316912200363+1.02997924215187i 1.26191263426455+1.95671222435819i
1.06645020633718+0.636186594038042i 1.127035281674+1.03022462365215i 1.26607156356306+1.95973935767477i
1.07022532931172+0.635297281952897i 1.13089174879561+1.03046999405816i 1.27021887024615+1.96275771059526i
1.07399208598376+0.634412875524733i 1.13473841803887+1.03071605240802i 1.27435473993526+1.96576729831868i
1.07775039932159+0.633532618745228i 1.13857542602666+1.03096234710873i 1.27847924927167+1.96876819059821i
1.08150012408351+0.632657119294441i 1.14240326804939+1.03120880160885i 1.28259247055924+1.97176052060405i
1.08524117057313+0.631786150709151i 1.14622147909416+1.03145576699688i 1.28669449763173+1.97474432857721i
1.08897441030741+0.630919757438558i 1.15003025951681+1.03170309598457i 1.29078548212025+1.97771966170621i
1.09269906056677+0.630057633303761i 1.15382984888364+1.03195081683532i 1.29486550066747+1.9806866094782i
1.09641555475202+0.629200039789268i 1.15762024216101+1.03219879187242i 1.29893461130907+1.98364524926202i
1.10012415981798+0.628346794843224i 1.16140138297436+1.03244702082809i 1.30299287634138+1.98659572999843i
1.10382456257749+0.62749805794491i 1.16517363599818+1.03269565595234i 1.30704050846945+1.98953796783095i
1.10751732085031+0.62665374375479i 1.16893699632774+1.03294468262513i 1.31107753992816+1.99247214419662i
1.11120159786125+0.625813189144848i 1.17269135703562+1.03319397069779i 1.31510405854888+1.99539827868113i
1.11487836116919+0.624977241203626i 1.17643689514935+1.03344359318999i 1.31911931224586+1.99831534190805i
1.11854754743428+0.624145730665686i 1.18017367046922+1.03369360682218i 1.32312501204674+2.00122573142189i
1.12220883097486+0.623318110669256i 1.18390173801181+1.03394374805562i 1.32712150904537+2.00412852892839i
1.12586249084006+0.622494692318943i 1.1876212134405+1.03419431544281i 1.33110674028853+2.00702331749628i
1.12950837034964+0.621675053376815i 1.19133222430348+1.0344452413384i 1.33508191820725+2.00991050292798i
1.13314691666198+0.620859787143867i 1.19503473289453+1.03469655377794i 1.33904701977542+2.01278997025369i
1.13677797507845+0.620048528113734i 1.19872881410813+1.0349480335262i 1.3430022464339+2.01566189142382i
1.14040158345257+0.619241453884235i 1.20241454955431+1.03519975521297i 1.34694751018565+2.01852617378916i
1.14401787145779+0.618438293767152i 1.20609209174719+1.03545193531792i 1.35088308720571+2.02138313810004i
1.14762694559145+0.617639156008036i 1.2097613795797+1.0357042871741i 1.35480894979761+2.02423271570569i
1.15122870886927+0.616843821107974i 1.21342244423854+1.03595693571366i 1.35872519377068+2.02707496855665i
1.15482330153068+0.616052473151482i 1.21707556027762+1.03620998193199i 1.36263106970708+2.02990988019985i
1.15841076736095+0.615265011575248i 1.22072052028457+1.0364632105846i 1.3665283505606+2.03273766385788i
1.16199112250227+0.614481402708599i 1.22435757682292+1.03671679138333i 1.37041622042046+2.03555829770706i
1.16556449459275+0.613701526646154i 1.22798682774318+1.03697065392131i 1.37429470909943+2.03837183918611i
1.16913094435377+0.612925596595627i 1.23160816580973+1.03722489309126i 1.3781639537987+2.04117835569301i
1.17269035763538+0.612153386973361i 1.2352216585207+1.03747921414397i 1.38202399002717+2.04397788092982i
1.17624305206777+0.611384925058749i 1.23882756200832+1.0377338593823i 1.38587574318224+2.04677053086569i
1.17978887401011+0.6106201535104i 1.24242566186926+1.0379889081172i 1.38971756935696+2.04955620172538i
1.18332790584327+0.609859096115337i 1.24601625735848+1.03824424893975i 1.39355045901494+2.05233507276554i
1.18686038155403+0.609101642890853i 1.24959926875685+1.03849976221017i 1.39737441797144+2.05510717762361i
1.19038605384603+0.608347953409801i 1.25317478952081+1.03875551841193i 1.4011895293032+2.05787255381682i
1.19390513127686+0.607597807477777i 1.25674286109535+1.03901158573385i 1.40499587382215+2.06063133444315i
1.19741765545757+0.606851225455227i 1.26030352154777+1.03926791463712i 1.40879281874432+2.06338339835798i
1.20092369572153+0.606108139785587i 1.26385687633554+1.03952447434988i 1.41258181888535+2.06612891487931i
1.20442319288613+0.605368700034987i 1.26740292235221+1.0397814084132i 1.41636223457955+2.06886791032705i
1.2079163647651+0.604632845507212i 1.27094175928763+1.0400385212291i 1.42013412860679+2.0716004195374i
1.2114030629965+0.603900336483961i 1.27447337190821+1.0402958912069i 1.42389754773286+2.074326488081i
1.21488337322044+0.603171952487742i 1.27799787274109+1.04055345766108i 1.42765251190303+2.0770461960117i
1.2183575029564+0.602445828276325i 1.28151529306304+1.0408113763814i 1.43139913461384+2.07975957883901i
1.22182538342098+0.601723731573243i 1.28502568303443+1.04106949696861i 1.4351374567035+2.08246666683703i
1.2252870007012+0.601004969997123i 1.28852911162878+1.0413278936773i 1.43886753411481+2.08516751729075i
1.22874245564415+0.600289634042969i 1.29202560720841+1.04158657758613i 1.44259007514841+2.08786202974906i
1.23219188881031+0.599577603764175i 1.29551520853558+1.04184552337701i 1.44630358744977+2.09055058176891i
1.23563515765285+0.598868991835586i 1.29899795806175+1.04210449896137i 1.45000933570602+2.0932329527235i
1.23907234076446+0.598163605303495i 1.30247390122809+1.04236386658124i 1.45370707195254+2.09590924269367i
1.24250359860418+0.597461593977551i 1.30594312358953+1.04262344511159i 1.45739715436929+2.09857943999572i
1.24592887721176+0.596762824898238i 1.30940561894356+1.042883306257i 1.46107879901139+2.10124378236024i
1.24934823446487+0.596067306152362i 1.31286148602223+1.04314338704586i 1.46475285559789+2.10390212034992i
1.25276174430951+0.595374961741542i 1.31631074530621+1.0434036371857i 1.46841913029643+2.10655455192924i
1.25616940080944+0.594685867891366i 1.31975336735912+1.04366424996254i 1.47207742880817+2.10920060381558i
1.25957126701114+0.593999975731234i 1.32318951890578+1.0439250222139i 1.47572828536562+2.11184137186011i
1.26296733992166+0.593317146348918i 1.32661910841887+1.04418606025862i 1.47937151744254+2.11447635170008i
1.26635770123329+0.592637605611048i 1.33004238398387+1.04444715306149i 1.48300713965922+2.11710559696826i
1.26974237706761+0.591961124390147i 1.33345920168792+1.04470861947291i 1.4866352437288+2.11972913137033i
1.27312138127556+0.591287749176767i 1.33686965542073+1.04497029276138i 1.49025610099392+2.12234742965497i
1.27649479356581+0.590617446724478i 1.34027383749681+1.04523212666336i 1.4938691323277+2.12495850684317i
1.2798626154134+0.589950194410821i 1.3436716696926+1.04549431486013i 1.49747491328511+2.12756518603413i
1.28322514420179+0.589286030896985i 1.34706329312342+1.0457565897071i 1.5010733533759+2.13016628498289i
1.28658167313853+0.588624896895749i 1.35044874583782+1.04601916007106i 1.50466445114924+2.13276255564278i
1.28993211268171+0.587966259204056i 1.35382801600944+1.04628191301097i 1.5082483750834+2.13535265915777i
1.29327878427192+0.587311584988363i 1.35720119159397+1.04654486459444i 1.51182514978755+2.13793668140239i
1.29661923978224+0.586659436769106i 1.36056822300984+1.0468079721704i 1.51539476163167+2.14051591090168i
1.29995429544098+0.586010224140014i 1.36392927440172+1.04707145554449i 1.51895719343483+2.14309039497408i
1.30328401797953+0.585363939696238i 1.36728428392752+1.04733496269473i 1.52251267712359+2.1456585233264i
1.30660855039882+0.584720548020595i 1.37063334567138+1.04759874198385i 1.52606107797412+2.14822176196834i
1.30992625954524+0.584078331684836i 1.37397647569495+1.04786275348326i 1.5296025206932+2.15077971799525i
1.31324148700708+0.583442567414609i 1.37731372029932+1.04812701450996i 1.53313698134792+2.15333280436541i
1.31655016541668+0.582807870738301i 1.38064509342796+1.04839139283474i 1.53666461887138+2.15588030482683i
1.31985368528294+0.582176029030772i 1.38397063378001+1.04865592949258i 1.54018539218285+2.15842264480271i
1.32315202892318+0.581547023843564i 1.38729040980024+1.04892071116524i 1.54369938489929+2.16095983710442i
1.32644530176274+0.58092088523988i 1.39060440087431+1.04918569391163i 1.54720660186551+2.1634918881052i
1.32973340395253+0.580297448835051i 1.3939127020903+1.049450889082i 1.55070710568289+2.16601890633616i
1.33301647754898+0.579676823229044i 1.39721531753932+1.04971624743064i 1.55420093383583+2.16854087500573i
1.33629454701474+0.579059008669516i 1.40051226667619+1.04998180239309i 1.5576881243983+2.17105783796323i
1.33956759180192+0.57844391985615i 1.40380359485812+1.0502475771744i 1.56116872575091+2.17356979968496i
1.3428356975338+0.577831579663404i 1.40708933934504+1.05051350967065i 1.56464265570579+2.17607651195854i
1.34609932007724+0.577221821071428i 1.41036953669949+1.05077961598492i 1.56811018850779+2.17857862735899i
1.34935755011853+0.576615042398467i 1.41364417560031+1.0510459182297i 1.57157135257897+2.18107610478106i
1.35261041798454+0.57601084999006i 1.41691337544921+1.05131241179801i 1.57502598207963+2.18356845159728i
1.35585907590862+0.575409180902049i 1.42017716790428+1.05157911950847i 1.57847419971738+2.18605596914105i
1.35910257068197+0.574810410147708i 1.42343549324302+1.05184591809187i 1.58191605343534+2.18853867366901i
1.362341424537+0.574214139435377i 1.42668837379456+1.05211300137752i 1.58535161136589+2.19101626312214i
1.3655755096603+0.573620536478871i 1.42993598416527+1.05238016513205i 1.58878083634953+2.19348977465221i
1.36880483703498+0.573029537257985i 1.43317821324196+1.05264754862018i 1.59220383508335+2.19595820159667i
1.37202946916517+0.572441167202199i 1.43641513149098+1.0529151187479i 1.59562061227412+2.19842197995244i
1.37524941777731+0.57185545099365i 1.43964676458653+1.05318289704863i 1.599031197672+2.20088109894239i
1.378464653402+0.571272189353662i 1.44287318155733+1.05345079670366i 1.60243564693784+2.20333560093839i
1.38167523793987+0.570691453232631i 1.44609440446174+1.05371886717915i 1.60583397956867+2.2057852046506i
1.3848812873747+0.570113461229164i 1.44931043108541+1.05398712942415i 1.60922623182474+2.20823049942974i
1.38808262946914+0.56953773014205i 1.45252125770793+1.05425551561666i 1.61261244102304+2.2106712515612i
1.39127974060673+0.568964722688569i 1.45572700449582+1.05452409443108i 1.61599263221443+2.21310749705794i
1.39447200508869+0.568393915577055i 1.45892767794673+1.05479283336918i 1.61936690102505+2.21553916237452i
1.39765952383959+0.567825986241717i 1.46212323956009+1.05506178281662i 1.62273521756839+2.21796663739445i
1.40084282621132+0.567260516616246i 1.46531380041922+1.05533079407303i 1.62609762388432+2.22038940560908i
1.40402157571674+0.566697339109853i 1.46849932091496+1.05560002972682i 1.62945415176172+2.22280775273628i
1.4071959286618+0.56613671156587i 1.47167985855768+1.05586941397812i 1.63280484213049+2.22522170025324i
1.41036607388906+0.565578339775986i 1.4748554026503+1.05613895851331i 1.63614972029878+2.22763123074298i
1.41353172245233+0.565022597984429i 1.47802607561473+1.05640866406278i 1.63948881906251+2.23003642767547i
1.41669259517086+0.564468938072453i 1.4811918070059+1.05667852704962i 1.64282219339806+2.2324373127265i
1.41984934912521+0.563917926373144i 1.48435264752856+1.05694855219855i 1.64614982299046+2.23483370595862i
1.42300206574528+0.563368607220863i 1.48750864079397+1.05721872361136i 1.64947180890303+2.23722599334053i
1.42615003437196+0.562822481322436i 1.49065976780258+1.05748904166549i 1.65278811892242+2.23961407782932i
1.42929395661105+0.562279211473653i 1.49380617143759+1.05775958110423i 1.65609882623387+2.2419978502933i
1.43243354281062+0.561737536490089i 1.49694768219267+1.05803017186521i 1.65940394846958+2.24437746530726i
1.43556879161838+0.56119830258196i 1.50008450734688+1.05830094173097i 1.66270348744531+2.24675290978469i
1.43870011678964+0.560661418053335i 1.5032169199896+1.05857251586537i 1.66599751399133+2.24912415146977i
1.44182724432244+0.560127092700738i 1.50634406469018+1.05884296504891i 1.6692859814049+2.2514913536707i
